Step,Generator,Discriminator,Real,Fake
0,-0.372696,0.0211339,-0.351563,0.372696
1,-6.17464e-08,8.59596e-09,-5.31504e-08,6.17464e-08
2,-6.84363e-08,1.57981e-08,-5.26382e-08,6.84363e-08
3,-6.60388e-08,1.42421e-08,-5.17967e-08,6.60388e-08
4,-6.11485e-08,6.42001e-09,-5.47284e-08,6.11485e-08
5,-6.13286e-08,3.27342e-09,-5.80552e-08,6.13286e-08
6,-6.05592e-08,1.3104e-08,-4.74552e-08,6.05592e-08
7,-5.37211e-08,5.57209e-09,-4.81491e-08,5.37211e-08
8,-3.82049e-08,1.4512e-08,-2.36929e-08,3.82049e-08
9,3.06146e-09,6.08038e-09,9.14185e-09,-3.06146e-09
10,6.7233e-08,1.87807e-09,6.91111e-08,-6.7233e-08
11,1.26907e-07,1.86522e-09,1.28772e-07,-1.26907e-07
12,1.30026e-07,1.48079e-09,1.31507e-07,-1.30026e-07
13,1.49833e-07,2.12006e-09,1.51953e-07,-1.49833e-07
14,1.49519e-07,2.31904e-09,1.51838e-07,-1.49519e-07
15,1.49508e-07,2.66297e-10,1.49774e-07,-1.49508e-07
16,1.49943e-07,3.97023e-10,1.5034e-07,-1.49943e-07
17,1.91654e-07,1.39704e-09,1.93051e-07,-1.91654e-07
18,1.92439e-07,9.57769e-10,1.93397e-07,-1.92439e-07
19,1.91224e-07,1.31901e-09,1.92543e-07,-1.91224e-07
20,1.91376e-07,-6.90648e-12,1.9137e-07,-1.91376e-07
21,1.92447e-07,1.58994e-09,1.94037e-07,-1.92447e-07
22,1.95286e-07,-1.62572e-11,1.95269e-07,-1.95286e-07
23,1.95929e-07,-6.11124e-10,1.95317e-07,-1.95929e-07
24,1.92592e-07,5.2745e-10,1.93119e-07,-1.92592e-07
25,1.99306e-07,1.81615e-10,1.99488e-07,-1.99306e-07
26,2.6895e-07,-9.70374e-10,2.6798e-07,-2.6895e-07
27,2.91744e-07,-1.80609e-09,2.89938e-07,-2.91744e-07
28,3.19049e-07,-1.46309e-09,3.17586e-07,-3.19049e-07
29,3.13046e-07,-3.37184e-09,3.09674e-07,-3.13046e-07
30,3.08144e-07,-1.97312e-09,3.06171e-07,-3.08144e-07
31,3.02767e-07,-2.9838e-09,2.99783e-07,-3.02767e-07
32,3.19166e-07,-2.30028e-09,3.16866e-07,-3.19166e-07
33,2.99443e-07,1.08113e-09,3.00524e-07,-2.99443e-07
34,3.18664e-07,-1.30566e-09,3.17358e-07,-3.18664e-07
35,3.22042e-07,-6.67569e-09,3.15366e-07,-3.22042e-07
36,3.62902e-07,-2.169e-09,3.60733e-07,-3.62902e-07
37,4.34261e-07,-1.06058e-08,4.23655e-07,-4.34261e-07
38,4.37247e-07,-9.53196e-09,4.27715e-07,-4.37247e-07
39,4.99266e-07,-1.37375e-08,4.85529e-07,-4.99266e-07
40,5.59166e-07,-3.24793e-08,5.26687e-07,-5.59166e-07
41,6.18586e-07,-3.50019e-08,5.83584e-07,-6.18586e-07
42,6.7891e-07,-3.74546e-08,6.41455e-07,-6.7891e-07
43,1.09613e-06,2.85321e-08,1.12466e-06,-1.09613e-06
44,2.5032e-06,-7.08733e-08,2.43233e-06,-2.5032e-06
45,2.11176e-06,-3.46994e-07,1.76476e-06,-2.11176e-06
46,9.97896e-06,-7.26627e-07,9.25234e-06,-9.97896e-06
47,0.0042994,-0.000404856,0.00389454,-0.0042994
48,0.512836,-0.0572356,0.4556,-0.512836
49,0.572754,-0.0280216,0.544732,-0.572754
50,0.751966,-0.0758069,0.67616,-0.751966
51,0.96391,-0.106769,0.857141,-0.96391
52,1.84264,-0.496697,1.34594,-1.84264
53,1.84455,-0.309608,1.53495,-1.84455
54,3.76663,-1.29851,2.46813,-3.76663
55,4.77251,-0.758781,4.01373,-4.77251
56,6.9978,-1.08756,5.91024,-6.9978
57,8.88105,-1.95328,6.92776,-8.88105
58,11.6165,-0.386235,11.2303,-11.6165
59,14.6787,-2.05792,12.6208,-14.6787
60,14.9558,-5.61989,9.33587,-14.9558
61,19.9644,-2.90701,17.0574,-19.9644
62,16.0183,-1.03303,14.9852,-16.0183
63,20.465,-5.14188,15.3231,-20.465
64,26.067,-6.04014,20.0268,-26.067
65,25.024,-6.85169,18.1724,-25.024
66,27.7207,-11.5207,16.2,-27.7207
67,26.9703,-11.4165,15.5538,-26.9703
68,21.4198,-8.2455,13.1743,-21.4198
69,28.5946,-9.28344,19.3111,-28.5946
70,23.1737,-11.3176,11.856,-23.1737
71,30.865,-10.9014,19.9636,-30.865
72,27.5582,-10.2866,17.2715,-27.5582
73,30.4501,-13.5841,16.866,-30.4501
74,17.3323,-5.91542,11.4169,-17.3323
75,25.0131,-18.3812,6.63198,-25.0131
76,23.4224,-14.9924,8.43006,-23.4224
77,21.8743,-14.3525,7.5218,-21.8743
78,28.1941,-15.6804,12.5138,-28.1941
79,33.1316,-16.8497,16.2819,-33.1316
80,33.1197,-14.2899,18.8298,-33.1197
81,31.5241,-18.358,13.166,-31.5241
82,28.9449,-22.5135,6.43134,-28.9449
83,23.8813,-19.2352,4.64608,-23.8813
84,37.0043,-12.9534,24.0509,-37.0043
85,35.9209,-26.7493,9.17151,-35.9209
86,36.0632,-16.1262,19.937,-36.0632
87,24.331,-17.7611,6.56995,-24.331
88,38.3857,-19.5787,18.807,-38.3857
89,30.0684,-24.6654,5.403,-30.0684
90,28.578,-20.64,7.93804,-28.578
91,39.7701,-15.7989,23.9712,-39.7701
92,31.313,-25.4491,5.86394,-31.313
93,35.3971,-17.2493,18.1478,-35.3971
94,29.8423,-23.2844,6.55794,-29.8423
95,24.4947,-15.7009,8.79383,-24.4947
96,31.9522,-28.354,3.59814,-31.9522
97,29.2681,-23.6164,5.65178,-29.2681
98,19.0097,-13.5391,5.4706,-19.0097
99,37.7017,-31.3139,6.38781,-37.7017
100,41.2366,-33.9854,7.25111,-41.2366
101,34.1576,-30.1507,4.00688,-34.1576
102,43.1781,-32.6569,10.5212,-43.1781
103,36.0038,-32.7159,3.28792,-36.0038
104,39.1576,-33.0273,6.13031,-39.1576
105,43.9721,-31.9988,11.9733,-43.9721
106,44.192,-17.2104,26.9816,-44.192
107,28.0047,-21.6851,6.3196,-28.0047
108,45.2592,-36.5732,8.68598,-45.2592
109,42.1943,-36.2912,5.90311,-42.1943
110,44.2052,-41.8709,2.33427,-44.2052
111,44.3441,-38.0492,6.29495,-44.3441
112,45.2666,-42.2847,2.9819,-45.2666
113,47.1135,-36.3049,10.8086,-47.1135
114,45.0609,-40.3371,4.72387,-45.0609
115,40.4226,-35.3089,5.11367,-40.4226
116,46.2508,-40.92,5.33083,-46.2508
117,47.3835,-43.1035,4.27997,-47.3835
118,43.0864,-37.1137,5.97264,-43.0864
119,46.5692,-41.5613,5.0079,-46.5692
120,39.6487,-36.8446,2.80414,-39.6487
121,46.1454,-43.5784,2.56696,-46.1454
122,45.5844,-44.4335,1.15082,-45.5844
123,46.899,-41.0059,5.89308,-46.899
124,46.936,-34.5523,12.3838,-46.936
125,41.4698,-37.8755,3.59423,-41.4698
126,47.4578,-45.5246,1.93319,-47.4578
127,34.6168,-24.2858,10.331,-34.6168
128,42.1597,-38.7108,3.44889,-42.1597
129,44.7421,-40.8081,3.93398,-44.7421
130,44.3699,-44.245,0.124942,-44.3699
131,48.4081,-48.4753,-0.0671379,-48.4081
132,48.0488,-45.3142,2.73464,-48.0488
133,49.2813,-48.7613,0.519934,-49.2813
134,44.3006,-43.8156,0.485029,-44.3006
135,49.0231,-48.2598,0.763258,-49.0231
136,46.9377,-45.8181,1.11965,-46.9377
137,44.4465,-43.6668,0.779734,-44.4465
138,47.8545,-46.9586,0.895974,-47.8545
139,48.7419,-48.9403,-0.198444,-48.7419
140,23.1185,-22.1763,0.942263,-23.1185
141,48.934,-48.4156,0.518366,-48.934
142,45.1374,-44.4044,0.732924,-45.1374
143,50.1217,-51.6543,-1.53257,-50.1217
144,49.0953,-46.4343,2.66107,-49.0953
145,48.6463,-47.8287,0.81755,-48.6463
146,42.8091,-41.3485,1.46061,-42.8091
147,44.0581,-41.8837,2.17434,-44.0581
148,48.6383,-48.2808,0.35758,-48.6383
149,50.587,-51.3198,-0.732795,-50.587
150,48.5713,-47.0837,1.48755,-48.5713
151,49.9626,-50.1767,-0.214068,-49.9626
152,50.341,-51.3961,-1.05504,-50.341
153,49.062,-50.0561,-0.994099,-49.062
154,46.6186,-34.4378,12.1809,-46.6186
155,50.7825,-51.8629,-1.08035,-50.7825
156,48.6618,-49.8246,-1.16285,-48.6618
157,50.3843,-48.8383,1.54593,-50.3843
158,46.984,-45.3254,1.6586,-46.984
159,50.3771,-51.0418,-0.664696,-50.3771
160,50.4523,-51.8635,-1.4112,-50.4523
161,45.1674,-30.4437,14.7237,-45.1674
162,50.9807,-50.5663,0.414423,-50.9807
163,49.8884,-51.4297,-1.54135,-49.8884
164,50.7545,-50.0112,0.743342,-50.7545
165,50.5738,-52.0473,-1.47351,-50.5738
166,50.6461,-51.3542,-0.708119,-50.6461
167,49.4841,-50.6534,-1.1693,-49.4841
168,50.6877,-53.1103,-2.42262,-50.6877
169,49.8677,-50.8099,-0.942241,-49.8677
170,51.3444,-52.386,-1.04157,-51.3444
171,48.1023,-47.3775,0.72476,-48.1023
172,46.0572,-45.1735,0.883645,-46.0572
173,51.6525,-53.5549,-1.90233,-51.6525
174,51.9276,-53.8891,-1.9615,-51.9276
175,51.5648,-55.1806,-3.61577,-51.5648
176,53.1382,-53.4557,-0.317531,-53.1382
177,51.0313,-51.4469,-0.415616,-51.0313
178,52.2492,-54.2619,-2.01265,-52.2492
179,53.0622,-53.7941,-0.73183,-53.0622
180,52.951,-54.1478,-1.19686,-52.951
181,52.2785,-53.021,-0.742479,-52.2785
182,52.9372,-55.7971,-2.85993,-52.9372
183,52.8063,-55.1557,-2.34936,-52.8063
184,53.117,-56.0876,-2.97064,-53.117
185,53.2867,-55.5174,-2.23061,-53.2867
186,52.9674,-55.8865,-2.91916,-52.9674
187,51.7713,-53.2042,-1.43288,-51.7713
188,52.6154,-54.7631,-2.14763,-52.6154
189,51.2015,-52.8253,-1.62374,-51.2015
190,53.1188,-53.9086,-0.789868,-53.1188
191,52.4424,-55.9634,-3.52098,-52.4424
192,46.752,-48.3888,-1.63685,-46.752
193,52.0179,-55.1468,-3.12885,-52.0179
194,53.1581,-56.1134,-2.95532,-53.1581
195,54.5686,-58.425,-3.85642,-54.5686
196,54.0067,-57.2656,-3.25883,-54.0067
197,47.1368,-46.9913,0.145492,-47.1368
198,54.5638,-57.9058,-3.34199,-54.5638
199,53.6358,-57.422,-3.7862,-53.6358
200,54.7721,-57.2402,-2.46811,-54.7721
201,52.6146,-57.4023,-4.78763,-52.6146
202,52.1351,-56.132,-3.99695,-52.1351
203,49.8976,-52.977,-3.0794,-49.8976
204,31.686,-23.2599,8.42618,-31.686
205,17.8046,-18.3095,-0.504966,-17.8046
206,38.3334,-25.7741,12.5593,-38.3334
207,22.1669,-15.5028,6.66412,-22.1669
208,30.5673,-28.7371,1.83017,-30.5673
209,33.6571,-18.8574,14.7997,-33.6571
210,33.3078,-28.5281,4.77969,-33.3078
211,40.6749,-34.3499,6.325,-40.6749
212,40.018,-40.1386,-0.120594,-40.018
213,43.9674,-41.5889,2.37851,-43.9674
214,44.6018,-40.9149,3.68687,-44.6018
215,43.0636,-43.087,-0.0233607,-43.0636
216,42.0058,-25.1404,16.8653,-42.0058
217,46.8477,-45.9988,0.848895,-46.8477
218,33.2126,-32.2426,0.969998,-33.2126
219,41.7271,-38.9232,2.80398,-41.7271
220,37.5304,-30.1099,7.42048,-37.5304
221,42.8435,-6.57154,36.272,-42.8435
222,36.4086,-27.7017,8.7069,-36.4086
223,45.034,-23.2631,21.7709,-45.034
224,16.6384,-12.3864,4.25205,-16.6384
225,41.1564,-30.3237,10.8326,-41.1564
226,40.5508,-30.9329,9.61789,-40.5508
227,41.5497,-35.3995,6.15026,-41.5497
228,45.8195,-43.5846,2.23489,-45.8195
229,42.4121,-38.0016,4.41054,-42.4121
230,45.4729,-38.3783,7.09461,-45.4729
231,46.5317,-45.7273,0.804415,-46.5317
232,43.9281,-38.9522,4.9759,-43.9281
233,43.6218,-39.2984,4.3234,-43.6218
234,43.715,-35.4227,8.29232,-43.715
235,45.2185,-33.8307,11.3878,-45.2185
236,21.1502,-16.9743,4.17585,-21.1502
237,44.8005,-26.3227,18.4779,-44.8005
238,47.2379,-38.2109,9.02698,-47.2379
239,47.785,-46.2862,1.49885,-47.785
240,39.192,-37.0133,2.17874,-39.192
241,46.5933,-45.1623,1.43102,-46.5933
242,43.0659,-36.9684,6.09746,-43.0659
243,43.9825,-33.6135,10.3691,-43.9825
244,48.0057,-42.0268,5.97887,-48.0057
245,46.3715,-35.9711,10.4004,-46.3715
246,46.9577,-33.8431,13.1146,-46.9577
247,44.284,-32.041,12.2429,-44.284
248,40.1798,-31.0174,9.16233,-40.1798
249,45.6843,-28.0246,17.6597,-45.6843
250,33.2452,-25.8586,7.38666,-33.2452
251,47.9315,-39.4773,8.45422,-47.9315
252,46.1849,-33.043,13.1419,-46.1849
253,46.1485,-40.744,5.40456,-46.1485
254,42.4527,-38.97,3.48266,-42.4527
255,39.6929,-36.1022,3.59068,-39.6929
256,33.7923,-28.9729,4.81946,-33.7923
257,37.8312,-35.8086,2.02256,-37.8312
258,40.0301,-33.1738,6.85627,-40.0301
259,44.0773,-33.8165,10.2608,-44.0773
260,41.6697,-35.4353,6.23438,-41.6697
261,37.989,-33.2192,4.76979,-37.989
262,31.6831,-27.7347,3.94834,-31.6831
263,39.8713,-29.8589,10.0124,-39.8713
264,47.1096,-37.1457,9.96387,-47.1096
265,42.9594,-38.8982,4.0612,-42.9594
266,38.268,-36.1021,2.16593,-38.268
267,48.4428,-44.41,4.03274,-48.4428
268,47.0272,-45.4015,1.62568,-47.0272
269,47.2554,-43.3489,3.90656,-47.2554
270,46.4641,-28.3316,18.1325,-46.4641
271,50.6222,-50.7684,-0.146194,-50.6222
272,44.6258,-44.8048,-0.179024,-44.6258
273,42.1774,-39.9091,2.26832,-42.1774
274,48.4797,-41.0602,7.41949,-48.4797
275,41.9998,-37.904,4.09581,-41.9998
276,46.0281,-44.1102,1.91786,-46.0281
277,47.6829,-38.0504,9.63251,-47.6829
278,50.1268,-49.1715,0.955286,-50.1268
279,48.9011,-47.0681,1.83299,-48.9011
280,50.3038,-47.8806,2.42325,-50.3038
281,51.44,-52.7346,-1.29464,-51.44
282,50.6758,-49.6949,0.980915,-50.6758
283,49.3033,-48.5822,0.721087,-49.3033
284,52.0227,-52.5838,-0.561067,-52.0227
285,52.3738,-51.803,0.570863,-52.3738
286,50.6658,-51.9658,-1.30005,-50.6658
287,53.185,-53.9438,-0.758847,-53.185
288,48.3591,-48.9381,-0.579027,-48.3591
289,51.9475,-52.7965,-0.848919,-51.9475
290,49.7887,-51.2615,-1.47277,-49.7887
291,51.7213,-53.7141,-1.99283,-51.7213
292,50.4015,-38.9497,11.4517,-50.4015
293,52.616,-55.4536,-2.83759,-52.616
294,53.6478,-54.8082,-1.16041,-53.6478
295,52.736,-51.5166,1.21943,-52.736
296,49.2873,-48.0978,1.18948,-49.2873
297,46.3405,-46.3332,0.00737238,-46.3405
298,30.4554,-27.4607,2.99476,-30.4554
299,48.6103,-43.7394,4.87084,-48.6103
300,32.7514,-30.7529,1.99851,-32.7514
301,52.5929,-53.3666,-0.773711,-52.5929
302,52.3924,-52.6081,-0.215654,-52.3924
303,47.7014,-44.2289,3.47247,-47.7014
304,51.4257,-52.793,-1.36733,-51.4257
305,49.585,-51.1686,-1.58363,-49.585
306,50.3118,-37.085,13.2267,-50.3118
307,49.8834,-49.7361,0.147269,-49.8834
308,50.3042,-48.55,1.7542,-50.3042
309,49.1761,-42.4769,6.69929,-49.1761
310,50.9539,-44.8529,6.10097,-50.9539
311,48.3086,-39.5037,8.80489,-48.3086
312,46.3324,-47.7116,-1.37913,-46.3324
313,51.6581,-52.3855,-0.727439,-51.6581
314,47.3907,-45.9806,1.41012,-47.3907
315,34.3445,-34.0227,0.32187,-34.3445
316,41.8068,-34.7545,7.05232,-41.8068
317,50.298,-32.6437,17.6543,-50.298
318,50.7717,-47.7332,3.03854,-50.7717
319,49.8176,-45.5339,4.28376,-49.8176
320,51.7555,-52.4399,-0.684435,-51.7555
321,45.7979,-39.614,6.18387,-45.7979
322,47.6234,-33.629,13.9944,-47.6234
323,35.0455,-32.3731,2.67247,-35.0455
324,43.0118,-35.9718,7.03999,-43.0118
325,13.9649,-11.8064,2.15847,-13.9649
326,45.1386,-36.0036,9.13503,-45.1386
327,46.5066,-44.1758,2.33084,-46.5066
328,50.2115,-50.0627,0.1488,-50.2115
329,49.4932,-48.8442,0.64902,-49.4932
330,52.822,-53.3126,-0.490574,-52.822
331,51.158,-51.5806,-0.422576,-51.158
332,53.1965,-55.1742,-1.97767,-53.1965
333,50.9366,-53.4904,-2.55376,-50.9366
334,49.6775,-52.6916,-3.01411,-49.6775
335,52.6273,-53.9965,-1.36924,-52.6273
336,52.2554,-54.4209,-2.16547,-52.2554
337,47.9298,-49.7729,-1.84305,-47.9298
338,52.4115,-53.216,-0.80443,-52.4115
339,43.2268,-44.1568,-0.930091,-43.2268
340,52.6103,-55.8353,-3.22493,-52.6103
341,52.9666,-51.2406,1.72607,-52.9666
342,54.2254,-57.6641,-3.43864,-54.2254
343,46.2925,-46.8268,-0.534329,-46.2925
344,53.6821,-48.9689,4.71319,-53.6821
345,50.6291,-52.6956,-2.06652,-50.6291
346,49.7653,-49.6895,0.0758603,-49.7653
347,51.2444,-53.5157,-2.27131,-51.2444
348,50.7425,-49.1295,1.61304,-50.7425
349,52.3129,-46.5462,5.76663,-52.3129
350,38.345,-39.3245,-0.979447,-38.345
351,52.9752,-43.6078,9.36744,-52.9752
352,52.1634,-54.2271,-2.06367,-52.1634
353,53.4181,-22.8978,30.5203,-53.4181
354,50.4845,-52.8229,-2.33836,-50.4845
355,51.8426,-52.1185,-0.275916,-51.8426
356,50.0627,-51.0246,-0.961831,-50.0627
357,51.1511,-41.2337,9.91733,-51.1511
358,48.7772,-45.6005,3.17668,-48.7772
359,51.0491,-49.0334,2.01566,-51.0491
360,44.9131,-44.9522,-0.0390761,-44.9131
361,49.3066,-38.8932,10.4135,-49.3066
362,47.8922,-46.18,1.71213,-47.8922
363,47.1529,-42.3708,4.7821,-47.1529
364,41.3883,-41.1857,0.202582,-41.3883
365,45.6974,-43.6045,2.09285,-45.6974
366,36.9699,-33.1721,3.79782,-36.9699
367,46.1976,-43.3211,2.87644,-46.1976
368,46.6503,-36.1272,10.5231,-46.6503
369,50.9474,-43.5829,7.36449,-50.9474
370,51.2918,-40.131,11.1608,-51.2918
371,42.2404,-41.0946,1.14588,-42.2404
372,49.2235,-49.0735,0.149952,-49.2235
373,44.2341,-41.7207,2.5134,-44.2341
374,37.344,-38.3011,-0.957036,-37.344
375,51.3517,-48.1408,3.21095,-51.3517
376,49.8179,-49.3142,0.503664,-49.8179
377,40.193,-41.4451,-1.25214,-40.193
378,50.5808,-50.7145,-0.133729,-50.5808
379,51.8997,-47.4475,4.45223,-51.8997
380,51.7026,-48.0841,3.61853,-51.7026
381,50.7865,-50.7679,0.0186372,-50.7865
382,29.8982,-29.984,-0.0858604,-29.8982
383,52.1195,-53.1647,-1.04524,-52.1195
384,50.7522,-38.4839,12.2683,-50.7522
385,45.2527,-44.3433,0.90946,-45.2527
386,50.5955,-49.6976,0.897934,-50.5955
387,50.1934,-38.4926,11.7008,-50.1934
388,50.4973,-40.9407,9.55661,-50.4973
389,45.9462,-45.1161,0.830164,-45.9462
390,49.7755,-47.1508,2.62468,-49.7755
391,50.9953,-49.511,1.48433,-50.9953
392,51.0961,-47.8449,3.25122,-51.0961
393,29.1382,-29.1126,0.02566,-29.1382
394,28.8876,-23.1044,5.78326,-28.8876
395,49.6439,-47.3235,2.32038,-49.6439
396,50.9615,-49.3486,1.61287,-50.9615
397,51.9365,-50.4095,1.52694,-51.9365
398,47.5015,-41.3618,6.1397,-47.5015
399,49.9831,-42.9006,7.08251,-49.9831
400,44.3808,-28.8703,15.5105,-44.3808
401,45.8633,-42.2585,3.60477,-45.8633
402,48.8896,-41.0193,7.87028,-48.8896
403,52.1361,-45.3292,6.80689,-52.1361
404,49.8641,-46.6859,3.17817,-49.8641
405,44.9396,-46.2451,-1.30547,-44.9396
406,50.5255,-38.9988,11.5267,-50.5255
407,48.3477,-38.8451,9.50264,-48.3477
408,46.2022,-42.7994,3.40279,-46.2022
409,48.0939,-46.0786,2.0154,-48.0939
410,40.1015,-45.6557,-5.55418,-40.1015
411,46.9782,-46.4486,0.52961,-46.9782
412,51.2188,-36.0116,15.2073,-51.2188
413,49.7881,-49.718,0.0701339,-49.7881
414,50.5854,-49.3848,1.20062,-50.5854
415,53.2549,-55.6751,-2.42016,-53.2549
416,52.8309,-55.5874,-2.75655,-52.8309
417,54.7233,-57.5667,-2.84341,-54.7233
418,54.0588,-57.7001,-3.64134,-54.0588
419,52.0828,-54.2777,-2.19489,-52.0828
420,54.0406,-56.7307,-2.6901,-54.0406
421,53.4778,-56.9962,-3.51842,-53.4778
422,54.7842,-58.9845,-4.20027,-54.7842
423,46.7103,-49.5327,-2.82239,-46.7103
424,53.7566,-48.4084,5.34816,-53.7566
425,51.8584,-51.6757,0.18275,-51.8584
426,50.0626,-49.2557,0.80692,-50.0626
427,50.9676,-51.6156,-0.648044,-50.9676
428,51.223,-51.2964,-0.0734036,-51.223
429,52.5868,-55.2975,-2.71073,-52.5868
430,51.9595,-52.7173,-0.75787,-51.9595
431,52.4339,-55.3505,-2.91657,-52.4339
432,48.8308,-47.6622,1.16854,-48.8308
433,53.8358,-55.6109,-1.77515,-53.8358
434,52.5776,-54.743,-2.16536,-52.5776
435,50.6796,-52.15,-1.47042,-50.6796
436,52.0747,-54.3194,-2.24463,-52.0747
437,53.7702,-58.6772,-4.90693,-53.7702
438,51.3495,-53.8802,-2.53067,-51.3495
439,52.433,-51.6385,0.794518,-52.433
440,53.634,-57.3979,-3.76388,-53.634
441,53.3911,-55.9829,-2.59182,-53.3911
442,50.0329,-48.0967,1.93613,-50.0329
443,52.7206,-50.7064,2.0142,-52.7206
444,50.9811,-53.2113,-2.23018,-50.9811
445,53.8565,-55.2988,-1.44231,-53.8565
446,49.2811,-50.353,-1.07196,-49.2811
447,33.3915,-34.7523,-1.36078,-33.3915
448,40.2009,-41.2819,-1.08102,-40.2009
449,45.389,-32.8927,12.4963,-45.389
450,52.0296,-55.3219,-3.29222,-52.0296
451,49.4691,-48.5883,0.880852,-49.4691
452,52.2727,-54.4882,-2.21548,-52.2727
453,52.4552,-55.5236,-3.06836,-52.4552
454,50.2849,-53.143,-2.85812,-50.2849
455,53.0634,-56.8109,-3.74752,-53.0634
456,52.9711,-46.7992,6.17199,-52.9711
457,53.6487,-58.3312,-4.68251,-53.6487
458,54.0953,-58.3569,-4.26151,-54.0953
459,54.4928,-59.1714,-4.67854,-54.4928
460,51.048,-56.2691,-5.22104,-51.048
461,54.165,-58.3862,-4.22117,-54.165
462,53.6914,-58.4782,-4.78675,-53.6914
463,50.9012,-54.1575,-3.25623,-50.9012
464,34.9166,-37.947,-3.03048,-34.9166
465,6.46824,-8.66459,-2.19634,-6.46824
466,37.103,-38.1304,-1.02733,-37.103
467,43.9618,-45.5087,-1.54691,-43.9618
468,46.0949,-44.3533,1.74157,-46.0949
469,51.8913,-54.2621,-2.37082,-51.8913
470,52.6692,-38.0475,14.6218,-52.6692
471,51.0427,-41.3452,9.69753,-51.0427
472,48.2949,-47.7746,0.520236,-48.2949
473,52.7675,-54.2962,-1.52868,-52.7675
474,32.3436,-28.3591,3.98449,-32.3436
475,53.6764,-56.825,-3.14863,-53.6764
476,33.2036,-34.493,-1.28946,-33.2036
477,47.0169,-46.0784,0.938418,-47.0169
478,36.6097,-38.6149,-2.0052,-36.6097
479,53.0104,-51.8884,1.12195,-53.0104
480,52.0385,-52.885,-0.846558,-52.0385
481,51.7643,-54.2343,-2.46993,-51.7643
482,49.2218,-48.486,0.735858,-49.2218
483,41.4133,-42.852,-1.4387,-41.4133
484,37.1689,-37.0981,0.0708148,-37.1689
485,49.0632,-50.6872,-1.62406,-49.0632
486,45.5373,-46.4785,-0.941159,-45.5373
487,51.2338,-53.8077,-2.57395,-51.2338
488,47.3671,-48.6009,-1.23383,-47.3671
489,45.5954,-45.7246,-0.129235,-45.5954
490,39.3162,-38.5124,0.803859,-39.3162
491,48.5053,-32.8976,15.6077,-48.5053
492,44.9968,-42.5197,2.47706,-44.9968
493,52.4421,-49.4991,2.94294,-52.4421
494,52.2491,-53.8746,-1.62548,-52.2491
495,50.4677,-50.1792,0.288461,-50.4677
496,46.9302,-47.5319,-0.601694,-46.9302
497,34.8491,-36.9213,-2.07218,-34.8491
498,37.6597,-39.6201,-1.9604,-37.6597
499,47.3531,-41.7811,5.57204,-47.3531
500,38.3514,-35.0786,3.27283,-38.3514
501,49.7229,-42.4204,7.30257,-49.7229
502,49.3846,-48.0467,1.33787,-49.3846
503,53.4058,-55.9568,-2.55099,-53.4058
504,53.232,-56.5845,-3.35251,-53.232
505,50.95,-51.8937,-0.943632,-50.95
506,50.7274,-53.4231,-2.69562,-50.7274
507,53.7555,-58.545,-4.78947,-53.7555
508,50.1394,-50.5848,-0.445393,-50.1394
509,31.5728,-34.0383,-2.46556,-31.5728
510,49.0487,-51.6741,-2.62546,-49.0487
511,52.3022,-54.115,-1.8128,-52.3022
